Reference area,Sex,Occupation,Time,U.S. dollars
Viet Nam,Total,Total,2012,180
Viet Nam,Total,1. Managers,2012,290
Viet Nam,Total,2. Professionals,2012,278
Viet Nam,Total,3. Technicians and associate professionals,2012,192
Viet Nam,Total,4. Clerical support workers,2012,161
Viet Nam,Total,5. Service and sales workers,2012,153
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2012,187
Viet Nam,Total,7. Craft and related trades workers,2012,159
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2012,191
Viet Nam,Total,9. Elementary occupations,2012,118
Viet Nam,Total,0. Armed forces occupations,2012,318
Viet Nam,Total,X. Not elsewhere classified,2012,172
Viet Nam,Male,Total,2012,188
Viet Nam,Male,1. Managers,2012,289
Viet Nam,Male,2. Professionals,2012,306
Viet Nam,Male,3. Technicians and associate professionals,2012,210
Viet Nam,Male,4. Clerical support workers,2012,153
Viet Nam,Male,5. Service and sales workers,2012,163
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2012,185
Viet Nam,Male,7. Craft and related trades workers,2012,167
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2012,210
Viet Nam,Male,9. Elementary occupations,2012,126
Viet Nam,Male,0. Armed forces occupations,2012,320
Viet Nam,Male,X. Not elsewhere classified,2012,180
Viet Nam,Female,Total,2012,169
Viet Nam,Female,1. Managers,2012,295
Viet Nam,Female,2. Professionals,2012,252
Viet Nam,Female,3. Technicians and associate professionals,2012,179
Viet Nam,Female,4. Clerical support workers,2012,170
Viet Nam,Female,5. Service and sales workers,2012,141
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2012,194
Viet Nam,Female,7. Craft and related trades workers,2012,133
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2012,171
Viet Nam,Female,9. Elementary occupations,2012,105
Viet Nam,Female,0. Armed forces occupations,2012,303
Viet Nam,Female,X. Not elsewhere classified,2012,156
Viet Nam,Total,Total,2013,196
Viet Nam,Total,1. Managers,2013,329
Viet Nam,Total,2. Professionals,2013,299
Viet Nam,Total,3. Technicians and associate professionals,2013,217
Viet Nam,Total,4. Clerical support workers,2013,182
Viet Nam,Total,5. Service and sales workers,2013,168
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2013,179
Viet Nam,Total,7. Craft and related trades workers,2013,169
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2013,207
Viet Nam,Total,9. Elementary occupations,2013,128
Viet Nam,Total,0. Armed forces occupations,2013,366
Viet Nam,Total,X. Not elsewhere classified,2013,176
Viet Nam,Male,Total,2013,203
Viet Nam,Male,1. Managers,2013,330
Viet Nam,Male,2. Professionals,2013,330
Viet Nam,Male,3. Technicians and associate professionals,2013,232
Viet Nam,Male,4. Clerical support workers,2013,174
Viet Nam,Male,5. Service and sales workers,2013,178
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2013,177
Viet Nam,Male,7. Craft and related trades workers,2013,179
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2013,224
Viet Nam,Male,9. Elementary occupations,2013,136
Viet Nam,Male,0. Armed forces occupations,2013,370
Viet Nam,Male,X. Not elsewhere classified,2013,188
Viet Nam,Female,Total,2013,185
Viet Nam,Female,1. Managers,2013,328
Viet Nam,Female,2. Professionals,2013,272
Viet Nam,Female,3. Technicians and associate professionals,2013,206
Viet Nam,Female,4. Clerical support workers,2013,192
Viet Nam,Female,5. Service and sales workers,2013,155
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2013,184
Viet Nam,Female,7. Craft and related trades workers,2013,141
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2013,187
Viet Nam,Female,9. Elementary occupations,2013,115
Viet Nam,Female,0. Armed forces occupations,2013,332
Viet Nam,Female,X. Not elsewhere classified,2013,154
Viet Nam,Total,Total,2014,211
Viet Nam,Total,1. Managers,2014,352
Viet Nam,Total,2. Professionals,2014,312
Viet Nam,Total,3. Technicians and associate professionals,2014,233
Viet Nam,Total,4. Clerical support workers,2014,202
Viet Nam,Total,5. Service and sales workers,2014,179
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2014,184
Viet Nam,Total,7. Craft and related trades workers,2014,186
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2014,222
Viet Nam,Total,9. Elementary occupations,2014,138
Viet Nam,Total,0. Armed forces occupations,2014,395
Viet Nam,Total,X. Not elsewhere classified,2014,259
Viet Nam,Male,Total,2014,220
Viet Nam,Male,1. Managers,2014,362
Viet Nam,Male,2. Professionals,2014,338
Viet Nam,Male,3. Technicians and associate professionals,2014,246
Viet Nam,Male,4. Clerical support workers,2014,196
Viet Nam,Male,5. Service and sales workers,2014,189
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2014,194
Viet Nam,Male,7. Craft and related trades workers,2014,196
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2014,239
Viet Nam,Male,9. Elementary occupations,2014,147
Viet Nam,Male,0. Armed forces occupations,2014,398
Viet Nam,Male,X. Not elsewhere classified,2014,296
Viet Nam,Female,Total,2014,200
Viet Nam,Female,1. Managers,2014,321
Viet Nam,Female,2. Professionals,2014,289
Viet Nam,Female,3. Technicians and associate professionals,2014,223
Viet Nam,Female,4. Clerical support workers,2014,209
Viet Nam,Female,5. Service and sales workers,2014,165
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2014,157
Viet Nam,Female,7. Craft and related trades workers,2014,162
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2014,204
Viet Nam,Female,9. Elementary occupations,2014,124
Viet Nam,Female,0. Armed forces occupations,2014,361
Viet Nam,Female,X. Not elsewhere classified,2014,205
Viet Nam,Total,Total,2015,236
Viet Nam,Total,1. Managers,2015,402
Viet Nam,Total,2. Professionals,2015,352
Viet Nam,Total,3. Technicians and associate professionals,2015,258
Viet Nam,Total,4. Clerical support workers,2015,231
Viet Nam,Total,5. Service and sales workers,2015,196
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2015,193
Viet Nam,Total,7. Craft and related trades workers,2015,209
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2015,258
Viet Nam,Total,9. Elementary occupations,2015,151
Viet Nam,Total,0. Armed forces occupations,2015,421
Viet Nam,Total,X. Not elsewhere classified,2015,237
Viet Nam,Male,Total,2015,243
Viet Nam,Male,1. Managers,2015,409
Viet Nam,Male,2. Professionals,2015,384
Viet Nam,Male,3. Technicians and associate professionals,2015,281
Viet Nam,Male,4. Clerical support workers,2015,222
Viet Nam,Male,5. Service and sales workers,2015,209
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2015,205
Viet Nam,Male,7. Craft and related trades workers,2015,215
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2015,275
Viet Nam,Male,9. Elementary occupations,2015,160
Viet Nam,Male,0. Armed forces occupations,2015,427
Viet Nam,Male,X. Not elsewhere classified,2015,228
Viet Nam,Female,Total,2015,227
Viet Nam,Female,1. Managers,2015,384
Viet Nam,Female,2. Professionals,2015,325
Viet Nam,Female,3. Technicians and associate professionals,2015,242
Viet Nam,Female,4. Clerical support workers,2015,241
Viet Nam,Female,5. Service and sales workers,2015,179
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2015,161
Viet Nam,Female,7. Craft and related trades workers,2015,192
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2015,240
Viet Nam,Female,9. Elementary occupations,2015,136
Viet Nam,Female,0. Armed forces occupations,2015,358
Viet Nam,Total,Total,2016,250
Viet Nam,Total,1. Managers,2016,417
Viet Nam,Total,2. Professionals,2016,370
Viet Nam,Total,3. Technicians and associate professionals,2016,267
Viet Nam,Total,4. Clerical support workers,2016,245
Viet Nam,Total,5. Service and sales workers,2016,213
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2016,201
Viet Nam,Total,7. Craft and related trades workers,2016,223
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2016,274
Viet Nam,Total,9. Elementary occupations,2016,159
Viet Nam,Total,0. Armed forces occupations,2016,471
Viet Nam,Total,X. Not elsewhere classified,2016,343
Viet Nam,Male,Total,2016,259
Viet Nam,Male,1. Managers,2016,430
Viet Nam,Male,2. Professionals,2016,413
Viet Nam,Male,3. Technicians and associate professionals,2016,294
Viet Nam,Male,4. Clerical support workers,2016,232
Viet Nam,Male,5. Service and sales workers,2016,225
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2016,216
Viet Nam,Male,7. Craft and related trades workers,2016,228
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2016,291
Viet Nam,Male,9. Elementary occupations,2016,168
Viet Nam,Male,0. Armed forces occupations,2016,488
Viet Nam,Female,Total,2016,239
Viet Nam,Female,1. Managers,2016,384
Viet Nam,Female,2. Professionals,2016,333
Viet Nam,Female,3. Technicians and associate professionals,2016,248
Viet Nam,Female,4. Clerical support workers,2016,258
Viet Nam,Female,5. Service and sales workers,2016,197
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2016,156
Viet Nam,Female,7. Craft and related trades workers,2016,205
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2016,257
Viet Nam,Female,9. Elementary occupations,2016,144
Viet Nam,Female,0. Armed forces occupations,2016,364
Viet Nam,Total,Total,2017,240
Viet Nam,Total,1. Managers,2017,394
Viet Nam,Total,2. Professionals,2017,340
Viet Nam,Total,3. Technicians and associate professionals,2017,254
Viet Nam,Total,4. Clerical support workers,2017,232
Viet Nam,Total,5. Service and sales workers,2017,204
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2017,219
Viet Nam,Total,7. Craft and related trades workers,2017,221
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2017,258
Viet Nam,Total,9. Elementary occupations,2017,162
Viet Nam,Total,0. Armed forces occupations,2017,415
Viet Nam,Male,Total,2017,251
Viet Nam,Male,1. Managers,2017,406
Viet Nam,Male,2. Professionals,2017,378
Viet Nam,Male,3. Technicians and associate professionals,2017,274
Viet Nam,Male,4. Clerical support workers,2017,227
Viet Nam,Male,5. Service and sales workers,2017,215
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2017,232
Viet Nam,Male,7. Craft and related trades workers,2017,231
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2017,281
Viet Nam,Male,9. Elementary occupations,2017,173
Viet Nam,Male,0. Armed forces occupations,2017,420
Viet Nam,Female,Total,2017,225
Viet Nam,Female,1. Managers,2017,364
Viet Nam,Female,2. Professionals,2017,309
Viet Nam,Female,3. Technicians and associate professionals,2017,238
Viet Nam,Female,4. Clerical support workers,2017,238
Viet Nam,Female,5. Service and sales workers,2017,190
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2017,166
Viet Nam,Female,7. Craft and related trades workers,2017,193
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2017,235
Viet Nam,Female,9. Elementary occupations,2017,145
Viet Nam,Female,0. Armed forces occupations,2017,386
Viet Nam,Total,Total,2018,256
Viet Nam,Total,1. Managers,2018,419
Viet Nam,Total,2. Professionals,2018,357
Viet Nam,Total,3. Technicians and associate professionals,2018,278
Viet Nam,Total,4. Clerical support workers,2018,248
Viet Nam,Total,5. Service and sales workers,2018,218
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2018,212
Viet Nam,Total,7. Craft and related trades workers,2018,237
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2018,275
Viet Nam,Total,9. Elementary occupations,2018,179
Viet Nam,Total,0. Armed forces occupations,2018,408
Viet Nam,Male,Total,2018,269
Viet Nam,Male,1. Managers,2018,438
Viet Nam,Male,2. Professionals,2018,405
Viet Nam,Male,3. Technicians and associate professionals,2018,306
Viet Nam,Male,4. Clerical support workers,2018,246
Viet Nam,Male,5. Service and sales workers,2018,232
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2018,222
Viet Nam,Male,7. Craft and related trades workers,2018,248
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2018,300
Viet Nam,Male,9. Elementary occupations,2018,191
Viet Nam,Male,0. Armed forces occupations,2018,413
Viet Nam,Female,Total,2018,238
Viet Nam,Female,1. Managers,2018,374
Viet Nam,Female,2. Professionals,2018,319
Viet Nam,Female,3. Technicians and associate professionals,2018,256
Viet Nam,Female,4. Clerical support workers,2018,250
Viet Nam,Female,5. Service and sales workers,2018,201
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2018,185
Viet Nam,Female,7. Craft and related trades workers,2018,207
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2018,251
Viet Nam,Female,9. Elementary occupations,2018,160
Viet Nam,Female,0. Armed forces occupations,2018,366
Viet Nam,Total,Total,2019,289
Viet Nam,Total,1. Managers,2019,481
Viet Nam,Total,2. Professionals,2019,396
Viet Nam,Total,3. Technicians and associate professionals,2019,318
Viet Nam,Total,4. Clerical support workers,2019,282
Viet Nam,Total,5. Service and sales workers,2019,243
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2019,236
Viet Nam,Total,7. Craft and related trades workers,2019,267
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2019,299
Viet Nam,Total,9. Elementary occupations,2019,208
