sectorID	countryCode	year	sex	monthlyEarnings
6. Skilled agricultural, forestry and fishery workers	TUR	2013	Female	395
7. Craft and related trades workers	TUR	2013	Female	403
8. Plant and machine operators, and assemblers	TUR	2013	Female	445
9. Elementary occupations	TUR	2013	Female	378
Total	TUR	2014	Male	1015
1. Managers	TUR	2014	Male	3041
2. Professionals	TUR	2014	Male	2302
3. Technicians and associate professionals	TUR	2014	Male	1279
4. Clerical support workers	TUR	2014	Male	958
5. Service and sales workers	TUR	2014	Male	711
7. Craft and related trades workers	TUR	2014	Male	811
8. Plant and machine operators, and assemblers	TUR	2014	Male	781
9. Elementary occupations	TUR	2014	Male	658
Total	TUR	2014	Female	999
1. Managers	TUR	2014	Female	2802
2. Professionals	TUR	2014	Female	1821
3. Technicians and associate professionals	TUR	2014	Female	1130
4. Clerical support workers	TUR	2014	Female	899
5. Service and sales workers	TUR	2014	Female	655
7. Craft and related trades workers	TUR	2014	Female	646
8. Plant and machine operators, and assemblers	TUR	2014	Female	598
9. Elementary occupations	TUR	2014	Female	594
Total	TUR	2015	Male	641
1. Managers	TUR	2015	Male	1353
2. Professionals	TUR	2015	Male	1171
3. Technicians and associate professionals	TUR	2015	Male	783
4. Clerical support workers	TUR	2015	Male	658
5. Service and sales workers	TUR	2015	Male	532
6. Skilled agricultural, forestry and fishery workers	TUR	2015	Male	406
7. Craft and related trades workers	TUR	2015	Male	496
8. Plant and machine operators, and assemblers	TUR	2015	Male	513
9. Elementary occupations	TUR	2015	Male	431
Total	TUR	2015	Female	578
1. Managers	TUR	2015	Female	1422
2. Professionals	TUR	2015	Female	950
3. Technicians and associate professionals	TUR	2015	Female	646
4. Clerical support workers	TUR	2015	Female	565
5. Service and sales workers	TUR	2015	Female	360
6. Skilled agricultural, forestry and fishery workers	TUR	2015	Female	327
7. Craft and related trades workers	TUR	2015	Female	353
8. Plant and machine operators, and assemblers	TUR	2015	Female	392
9. Elementary occupations	TUR	2015	Female	338
Total	TUR	2016	Male	670
1. Managers	TUR	2016	Male	1328
2. Professionals	TUR	2016	Male	1172
3. Technicians and associate professionals	TUR	2016	Male	817
4. Clerical support workers	TUR	2016	Male	675
5. Service and sales workers	TUR	2016	Male	566
6. Skilled agricultural, forestry and fishery workers	TUR	2016	Male	427
7. Craft and related trades workers	TUR	2016	Male	526
8. Plant and machine operators, and assemblers	TUR	2016	Male	544
9. Elementary occupations	TUR	2016	Male	471
Total	TUR	2016	Female	621
1. Managers	TUR	2016	Female	1381
2. Professionals	TUR	2016	Female	970
3. Technicians and associate professionals	TUR	2016	Female	691
4. Clerical support workers	TUR	2016	Female	591
5. Service and sales workers	TUR	2016	Female	398
6. Skilled agricultural, forestry and fishery workers	TUR	2016	Female	367
7. Craft and related trades workers	TUR	2016	Female	405
8. Plant and machine operators, and assemblers	TUR	2016	Female	434
9. Elementary occupations	TUR	2016	Female	391
Total	TUR	2017	Male	614
1. Managers	TUR	2017	Male	1246
2. Professionals	TUR	2017	Male	1071
3. Technicians and associate professionals	TUR	2017	Male	779
4. Clerical support workers	TUR	2017	Male	609
5. Service and sales workers	TUR	2017	Male	515
6. Skilled agricultural, forestry and fishery workers	TUR	2017	Male	385
7. Craft and related trades workers	TUR	2017	Male	479
8. Plant and machine operators, and assemblers	TUR	2017	Male	494
9. Elementary occupations	TUR	2017	Male	426
Total	TUR	2017	Female	561
1. Managers	TUR	2017	Female	1260
2. Professionals	TUR	2017	Female	875
3. Technicians and associate professionals	TUR	2017	Female	627
4. Clerical support workers	TUR	2017	Female	540
5. Service and sales workers	TUR	2017	Female	361
6. Skilled agricultural, forestry and fishery workers	TUR	2017	Female	340
7. Craft and related trades workers	TUR	2017	Female	363
8. Plant and machine operators, and assemblers	TUR	2017	Female	396
9. Elementary occupations	TUR	2017	Female	357
Total	TUR	2018	Male	839
1. Managers	TUR	2018	Male	2062
2. Professionals	TUR	2018	Male	1356
3. Technicians and associate professionals	TUR	2018	Male	1066
4. Clerical support workers	TUR	2018	Male	793
5. Service and sales workers	TUR	2018	Male	591
6. Skilled agricultural, forestry and fishery workers	TUR	2018	Male	676
7. Craft and related trades workers	TUR	2018	Male	678
8. Plant and machine operators, and assemblers	TUR	2018	Male	705
9. Elementary occupations	TUR	2018	Male	564
Total	TUR	2018	Female	780
1. Managers	TUR	2018	Female	1935
2. Professionals	TUR	2018	Female	1104
3. Technicians and associate professionals	TUR	2018	Female	888
4. Clerical support workers	TUR	2018	Female	693
5. Service and sales workers	TUR	2018	Female	530
6. Skilled agricultural, forestry and fishery workers	TUR	2018	Female	500
7. Craft and related trades workers	TUR	2018	Female	515
8. Plant and machine operators, and assemblers	TUR	2018	Female	518
9. Elementary occupations	TUR	2018	Female	507
Total	TUR	2019	Male	538
1. Managers	TUR	2019	Male	1005
2. Professionals	TUR	2019	Male	929
3. Technicians and associate professionals	TUR	2019	Male	638
4. Clerical support workers	TUR	2019	Male	531
5. Service and sales workers	TUR	2019	Male	459
6. Skilled agricultural, forestry and fishery workers	TUR	2019	Male	352
7. Craft and related trades workers	TUR	2019	Male	417
8. Plant and machine operators, and assemblers	TUR	2019	Male	437
9. Elementary occupations	TUR	2019	Male	377
Total	TUR	2019	Female	490
1. Managers	TUR	2019	Female	1025
2. Professionals	TUR	2019	Female	754
3. Technicians and associate professionals	TUR	2019	Female	538
4. Clerical support workers	TUR	2019	Female	473
5. Service and sales workers	TUR	2019	Female	319
6. Skilled agricultural, forestry and fishery workers	TUR	2019	Female	305
7. Craft and related trades workers	TUR	2019	Female	343
8. Plant and machine operators, and assemblers	TUR	2019	Female	362
9. Elementary occupations	TUR	2019	Female	325
Total	TUR	2020	Male	506
1. Managers	TUR	2020	Male	930
2. Professionals	TUR	2020	Male	849
3. Technicians and associate professionals	TUR	2020	Male	597
4. Clerical support workers	TUR	2020	Male	497
5. Service and sales workers	TUR	2020	Male	433
6. Skilled agricultural, forestry and fishery workers	TUR	2020	Male	318
7. Craft and related trades workers	TUR	2020	Male	390
8. Plant and machine operators, and assemblers	TUR	2020	Male	409
9. Elementary occupations	TUR	2020	Male	356
Total	TUR	2020	Female	461
1. Managers	TUR	2020	Female	879
2. Professionals	TUR	2020	Female	679
3. Technicians and associate professionals	TUR	2020	Female	515
4. Clerical support workers	TUR	2020	Female	454
5. Service and sales workers	TUR	2020	Female	301
6. Skilled agricultural, forestry and fishery workers	TUR	2020	Female	272
7. Craft and related trades workers	TUR	2020	Female	325
8. Plant and machine operators, and assemblers	TUR	2020	Female	332
9. Elementary occupations	TUR	2020	Female	303
Total	UGA	2012	Male	120
1. Managers	UGA	2012	Male	494
2. Professionals	UGA	2012	Male	187
3. Technicians and associate professionals	UGA	2012	Male	155
4. Clerical support workers	UGA	2012	Male	249
5. Service and sales workers	UGA	2012	Male	94
6. Skilled agricultural, forestry and fishery workers	UGA	2012	Male	64
7. Craft and related trades workers	UGA	2012	Male	119
8. Plant and machine operators, and assemblers	UGA	2012	Male	179
9. Elementary occupations	UGA	2012	Male	68
0. Armed forces occupations	UGA	2012	Male	162
Total	UGA	2012	Female	77
1. Managers	UGA	2012	Female	169
2. Professionals	UGA	2012	Female	142
3. Technicians and associate professionals	UGA	2012	Female	135
4. Clerical support workers	UGA	2012	Female	95
5. Service and sales workers	UGA	2012	Female	64
6. Skilled agricultural, forestry and fishery workers	UGA	2012	Female	29
7. Craft and related trades workers	UGA	2012	Female	53
8. Plant and machine operators, and assemblers	UGA	2012	Female	113
9. Elementary occupations	UGA	2012	Female	45
Total	UGA	2017	Male	69
1. Managers	UGA	2017	Male	221
2. Professionals	UGA	2017	Male	127
3. Technicians and associate professionals	UGA	2017	Male	144
4. Clerical support workers	UGA	2017	Male	83
5. Service and sales workers	UGA	2017	Male	69
6. Skilled agricultural, forestry and fishery workers	UGA	2017	Male	30
7. Craft and related trades workers	UGA	2017	Male	83
8. Plant and machine operators, and assemblers	UGA	2017	Male	83
9. Elementary occupations	UGA	2017	Male	30
0. Armed forces occupations	UGA	2017	Male	111
Total	UGA	2017	Female	42
1. Managers	UGA	2017	Female	141
2. Professionals	UGA	2017	Female	97
3. Technicians and associate professionals	UGA	2017	Female	97
4. Clerical support workers	UGA	2017	Female	122
5. Service and sales workers	UGA	2017	Female	44
6. Skilled agricultural, forestry and fishery workers	UGA	2017	Female	17
7. Craft and related trades workers	UGA	2017	Female	33
8. Plant and machine operators, and assemblers	UGA	2017	Female	72
9. Elementary occupations	UGA	2017	Female	24
0. Armed forces occupations	UGA	2017	Female	190
Total	UKR	2012	Male	399
1. Managers	UKR	2012	Male	589
2. Professionals	UKR	2012	Male	468
3. Technicians and associate professionals	UKR	2012	Male	431
4. Clerical support workers	UKR	2012	Male	289
5. Service and sales workers	UKR	2012	Male	228
6. Skilled agricultural, forestry and fishery workers	UKR	2012	Male	234
7. Craft and related trades workers	UKR	2012	Male	402
8. Plant and machine operators, and assemblers	UKR	2012	Male	347
9. Elementary occupations	UKR	2012	Male	204
Total	UKR	2012	Female	314
1. Managers	UKR	2012	Female	476
2. Professionals	UKR	2012	Female	390
3. Technicians and associate professionals	UKR	2012	Female	300
4. Clerical support workers	UKR	2012	Female	241
5. Service and sales workers	UKR	2012	Female	189
6. Skilled agricultural, forestry and fishery workers	UKR	2012	Female	243
7. Craft and related trades workers	UKR	2012	Female	280
8. Plant and machine operators, and assemblers	UKR	2012	Female	289
9. Elementary occupations	UKR	2012	Female	188
Total	UKR	2016	Male	215
1. Managers	UKR	2016	Male	334
2. Professionals	UKR	2016	Male	255
3. Technicians and associate professionals	UKR	2016	Male	227
4. Clerical support workers	UKR	2016	Male	144
5. Service and sales workers	UKR	2016	Male	128
6. Skilled agricultural, forestry and fishery workers	UKR	2016	Male	135
7. Craft and related trades workers	UKR	2016	Male	197
8. Plant and machine operators, and assemblers	UKR	2016	Male	179
9. Elementary occupations	UKR	2016	Male	107
Total	UKR	2016	Female	166
1. Managers	UKR	2016	Female	258
2. Professionals	UKR	2016	Female	198
3. Technicians and associate professionals	UKR	2016	Female	159
4. Clerical support workers	UKR	2016	Female	124
5. Service and sales workers	UKR	2016	Female	97
6. Skilled agricultural, forestry and fishery workers	UKR	2016	Female	127
7. Craft and related trades workers	UKR	2016	Female	145
8. Plant and machine operators, and assemblers	UKR	2016	Female	146
9. Elementary occupations	UKR	2016	Female	95
Total	GBR	2011	Male	4148
1. Managers	GBR	2011	Male	6739
2. Professionals	GBR	2011	Male	5423
3. Technicians and associate professionals	GBR	2011	Male	4150
4. Clerical support workers	GBR	2011	Male	2767
5. Service and sales workers	GBR	2011	Male	2548
6. Skilled agricultural, forestry and fishery workers	GBR	2011	Male	2447
7. Craft and related trades workers	GBR	2011	Male	3536
8. Plant and machine operators, and assemblers	GBR	2011	Male	3047
9. Elementary occupations	GBR	2011	Male	2184
Total	GBR	2011	Female	2613
1. Managers	GBR	2011	Female	4581
2. Professionals	GBR	2011	Female	4038
3. Technicians and associate professionals	GBR	2011	Female	2781
4. Clerical support workers	GBR	2011	Female	2078
5. Service and sales workers	GBR	2011	Female	1605
6. Skilled agricultural, forestry and fishery workers	GBR	2011	Female	1911
7. Craft and related trades workers	GBR	2011	Female	2224
8. Plant and machine operators, and assemblers	GBR	2011	Female	2099
9. Elementary occupations	GBR	2011	Female	1091
Total	GBR	2012	Male	4091
1. Managers	GBR	2012	Male	6654
2. Professionals	GBR	2012	Male	5355
3. Technicians and associate professionals	GBR	2012	Male	4038
4. Clerical support workers	GBR	2012	Male	2738
5. Service and sales workers	GBR	2012	Male	2551
6. Skilled agricultural, forestry and fishery workers	GBR	2012	Male	2445
7. Craft and related trades workers	GBR	2012	Male	3483
8. Plant and machine operators, and assemblers	GBR	2012	Male	3035
9. Elementary occupations	GBR	2012	Male	2153
Total	GBR	2012	Female	2619
1. Managers	GBR	2012	Female	4658
2. Professionals	GBR	2012	Female	4020
3. Technicians and associate professionals	GBR	2012	Female	2815
4. Clerical support workers	GBR	2012	Female	2052
5. Service and sales workers	GBR	2012	Female	1594
6. Skilled agricultural, forestry and fishery workers	GBR	2012	Female	1907
7. Craft and related trades workers	GBR	2012	Female	2295
8. Plant and machine operators, and assemblers	GBR	2012	Female	2098
9. Elementary occupations	GBR	2012	Female	1092
Total	GBR	2013	Male	4157
1. Managers	GBR	2013	Male	6754
2. Professionals	GBR	2013	Male	5378
3. Technicians and associate professionals	GBR	2013	Male	4121
4. Clerical support workers	GBR	2013	Male	2747
5. Service and sales workers	GBR	2013	Male	2504
6. Skilled agricultural, forestry and fishery workers	GBR	2013	Male	2479
7. Craft and related trades workers	GBR	2013	Male	3557
8. Plant and machine operators, and assemblers	GBR	2013	Male	3089
9. Elementary occupations	GBR	2013	Male	2161
Total	GBR	2013	Female	2650
1. Managers	GBR	2013	Female	4742
2. Professionals	GBR	2013	Female	3996
3. Technicians and associate professionals	GBR	2013	Female	2861
4. Clerical support workers	GBR	2013	Female	2075
5. Service and sales workers	GBR	2013	Female	1601
6. Skilled agricultural, forestry and fishery workers	GBR	2013	Female	1796
7. Craft and related trades workers	GBR	2013	Female	2353
8. Plant and machine operators, and assemblers	GBR	2013	Female	2103
9. Elementary occupations	GBR	2013	Female	1115
Total	GBR	2015	Male	4068
1. Managers	GBR	2015	Male	6559
2. Professionals	GBR	2015	Male	5304
3. Technicians and associate professionals	GBR	2015	Male	3955
4. Clerical support workers	GBR	2015	Male	2723
5. Service and sales workers	GBR	2015	Male	2458
6. Skilled agricultural, forestry and fishery workers	GBR	2015	Male	2415
7. Craft and related trades workers	GBR	2015	Male	3532
8. Plant and machine operators, and assemblers	GBR	2015	Male	3172
9. Elementary occupations	GBR	2015	Male	2188
Total	GBR	2015	Female	2666
1. Managers	GBR	2015	Female	4699
2. Professionals	GBR	2015	Female	4013
3. Technicians and associate professionals	GBR	2015	Female	2863
4. Clerical support workers	GBR	2015	Female	2082
5. Service and sales workers	GBR	2015	Female	1612
6. Skilled agricultural, forestry and fishery workers	GBR	2015	Female	2081
7. Craft and related trades workers	GBR	2015	Female	2321
8. Plant and machine operators, and assemblers	GBR	2015	Female	2142
9. Elementary occupations	GBR	2015	Female	1157
Total	GBR	2016	Male	3712
1. Managers	GBR	2016	Male	5900
2. Professionals	GBR	2016	Male	4776
3. Technicians and associate professionals	GBR	2016	Male	3555
4. Clerical support workers	GBR	2016	Male	2448
5. Service and sales workers	GBR	2016	Male	2253
6. Skilled agricultural, forestry and fishery workers	GBR	2016	Male	2198
