"sectorID"	"countryName"	"year"	"sex"	"monthlyEarnings"
"4. Clerical support workers"	"Singapore"	2015	"Total"	2028
"5. Service and sales workers"	"Singapore"	2015	"Total"	1532
"7. Craft and related trades workers"	"Singapore"	2015	"Total"	1844
"8. Plant and machine operators, and assemblers"	"Singapore"	2015	"Total"	1455
"9. Elementary occupations"	"Singapore"	2015	"Total"	978
"Total"	"Singapore"	2015	"Male"	2995
"1. Managers"	"Singapore"	2015	"Male"	7856
"2. Professionals"	"Singapore"	2015	"Male"	5319
"3. Technicians and associate professionals"	"Singapore"	2015	"Male"	2979
"4. Clerical support workers"	"Singapore"	2015	"Male"	1844
"5. Service and sales workers"	"Singapore"	2015	"Male"	1702
"7. Craft and related trades workers"	"Singapore"	2015	"Male"	1936
"8. Plant and machine operators, and assemblers"	"Singapore"	2015	"Male"	1475
"9. Elementary occupations"	"Singapore"	2015	"Male"	1026
"Total"	"Singapore"	2015	"Female"	2723
"1. Managers"	"Singapore"	2015	"Female"	6822
"2. Professionals"	"Singapore"	2015	"Female"	4610
"3. Technicians and associate professionals"	"Singapore"	2015	"Female"	2950
"4. Clerical support workers"	"Singapore"	2015	"Female"	2085
"5. Service and sales workers"	"Singapore"	2015	"Female"	1383
"7. Craft and related trades workers"	"Singapore"	2015	"Female"	1291
"8. Plant and machine operators, and assemblers"	"Singapore"	2015	"Female"	1164
"9. Elementary occupations"	"Singapore"	2015	"Female"	936
"Total"	"Singapore"	2016	"Total"	2936
"1. Managers"	"Singapore"	2016	"Total"	6665
"2. Professionals"	"Singapore"	2016	"Total"	4863
"3. Technicians and associate professionals"	"Singapore"	2016	"Total"	2964
"4. Clerical support workers"	"Singapore"	2016	"Total"	1997
"5. Service and sales workers"	"Singapore"	2016	"Total"	1641
"7. Craft and related trades workers"	"Singapore"	2016	"Total"	1887
"8. Plant and machine operators, and assemblers"	"Singapore"	2016	"Total"	1448
"9. Elementary occupations"	"Singapore"	2016	"Total"	1026
"Total"	"Singapore"	2016	"Male"	3070
"1. Managers"	"Singapore"	2016	"Male"	6734
"2. Professionals"	"Singapore"	2016	"Male"	5226
"3. Technicians and associate professionals"	"Singapore"	2016	"Male"	3028
"4. Clerical support workers"	"Singapore"	2016	"Male"	1835
"5. Service and sales workers"	"Singapore"	2016	"Male"	1810
"7. Craft and related trades workers"	"Singapore"	2016	"Male"	1976
"8. Plant and machine operators, and assemblers"	"Singapore"	2016	"Male"	1480
"9. Elementary occupations"	"Singapore"	2016	"Male"	1105
"Total"	"Singapore"	2016	"Female"	2753
"1. Managers"	"Singapore"	2016	"Female"	6529
"2. Professionals"	"Singapore"	2016	"Female"	4488
"3. Technicians and associate professionals"	"Singapore"	2016	"Female"	2911
"4. Clerical support workers"	"Singapore"	2016	"Female"	2045
"5. Service and sales workers"	"Singapore"	2016	"Female"	1460
"7. Craft and related trades workers"	"Singapore"	2016	"Female"	1468
"8. Plant and machine operators, and assemblers"	"Singapore"	2016	"Female"	1152
"9. Elementary occupations"	"Singapore"	2016	"Female"	975
"Total"	"Singapore"	2017	"Total"	3065
"1. Managers"	"Singapore"	2017	"Total"	6759
"2. Professionals"	"Singapore"	2017	"Total"	5048
"3. Technicians and associate professionals"	"Singapore"	2017	"Total"	3089
"4. Clerical support workers"	"Singapore"	2017	"Total"	2102
"5. Service and sales workers"	"Singapore"	2017	"Total"	1695
"7. Craft and related trades workers"	"Singapore"	2017	"Total"	1933
"8. Plant and machine operators, and assemblers"	"Singapore"	2017	"Total"	1448
"9. Elementary occupations"	"Singapore"	2017	"Total"	1026
"Total"	"Singapore"	2017	"Male"	3213
"1. Managers"	"Singapore"	2017	"Male"	6920
"2. Professionals"	"Singapore"	2017	"Male"	5507
"3. Technicians and associate professionals"	"Singapore"	2017	"Male"	3167
"4. Clerical support workers"	"Singapore"	2017	"Male"	1928
"5. Service and sales workers"	"Singapore"	2017	"Male"	1836
"7. Craft and related trades workers"	"Singapore"	2017	"Male"	2019
"8. Plant and machine operators, and assemblers"	"Singapore"	2017	"Male"	1461
"9. Elementary occupations"	"Singapore"	2017	"Male"	1090
"Total"	"Singapore"	2017	"Female"	2916
"1. Managers"	"Singapore"	2017	"Female"	6532
"2. Professionals"	"Singapore"	2017	"Female"	4590
"3. Technicians and associate professionals"	"Singapore"	2017	"Female"	2965
"4. Clerical support workers"	"Singapore"	2017	"Female"	2126
"5. Service and sales workers"	"Singapore"	2017	"Female"	1539
"7. Craft and related trades workers"	"Singapore"	2017	"Female"	1569
"8. Plant and machine operators, and assemblers"	"Singapore"	2017	"Female"	1165
"9. Elementary occupations"	"Singapore"	2017	"Female"	1017
"Total"	"Singapore"	2018	"Total"	3289
"1. Managers"	"Singapore"	2018	"Total"	7414
"2. Professionals"	"Singapore"	2018	"Total"	5204
"3. Technicians and associate professionals"	"Singapore"	2018	"Total"	3212
"4. Clerical support workers"	"Singapore"	2018	"Total"	2165
"5. Service and sales workers"	"Singapore"	2018	"Total"	1785
"7. Craft and related trades workers"	"Singapore"	2018	"Total"	2024
"8. Plant and machine operators, and assemblers"	"Singapore"	2018	"Total"	1631
"9. Elementary occupations"	"Singapore"	2018	"Total"	1128
"Total"	"Singapore"	2018	"Male"	3470
"1. Managers"	"Singapore"	2018	"Male"	7522
"2. Professionals"	"Singapore"	2018	"Male"	5638
"3. Technicians and associate professionals"	"Singapore"	2018	"Male"	3289
"4. Clerical support workers"	"Singapore"	2018	"Male"	1995
"5. Service and sales workers"	"Singapore"	2018	"Male"	1974
"7. Craft and related trades workers"	"Singapore"	2018	"Male"	2115
"8. Plant and machine operators, and assemblers"	"Singapore"	2018	"Male"	1692
"9. Elementary occupations"	"Singapore"	2018	"Male"	1212
"Total"	"Singapore"	2018	"Female"	3036
"1. Managers"	"Singapore"	2018	"Female"	7105
"2. Professionals"	"Singapore"	2018	"Female"	4771
"3. Technicians and associate professionals"	"Singapore"	2018	"Female"	3100
"4. Clerical support workers"	"Singapore"	2018	"Female"	2212
"5. Service and sales workers"	"Singapore"	2018	"Female"	1676
"7. Craft and related trades workers"	"Singapore"	2018	"Female"	1607
"8. Plant and machine operators, and assemblers"	"Singapore"	2018	"Female"	1301
"9. Elementary occupations"	"Singapore"	2018	"Female"	1094
"Total"	"Singapore"	2019	"Total"	3345
"1. Managers"	"Singapore"	2019	"Total"	7302
"2. Professionals"	"Singapore"	2019	"Total"	5182
"3. Technicians and associate professionals"	"Singapore"	2019	"Total"	3253
"4. Clerical support workers"	"Singapore"	2019	"Total"	2184
"5. Service and sales workers"	"Singapore"	2019	"Total"	1858
"7. Craft and related trades workers"	"Singapore"	2019	"Total"	2230
"8. Plant and machine operators, and assemblers"	"Singapore"	2019	"Total"	1693
"9. Elementary occupations"	"Singapore"	2019	"Total"	1160
"Total"	"Singapore"	2019	"Male"	3526
"1. Managers"	"Singapore"	2019	"Male"	7470
"2. Professionals"	"Singapore"	2019	"Male"	5721
"3. Technicians and associate professionals"	"Singapore"	2019	"Male"	3345
"4. Clerical support workers"	"Singapore"	2019	"Male"	2037
"5. Service and sales workers"	"Singapore"	2019	"Male"	2088
"7. Craft and related trades workers"	"Singapore"	2019	"Male"	2322
"8. Plant and machine operators, and assemblers"	"Singapore"	2019	"Male"	1715
"9. Elementary occupations"	"Singapore"	2019	"Male"	1201
"Total"	"Singapore"	2019	"Female"	3173
"1. Managers"	"Singapore"	2019	"Female"	6906
"2. Professionals"	"Singapore"	2019	"Female"	4823
"3. Technicians and associate professionals"	"Singapore"	2019	"Female"	3157
"4. Clerical support workers"	"Singapore"	2019	"Female"	2243
"5. Service and sales workers"	"Singapore"	2019	"Female"	1715
"7. Craft and related trades workers"	"Singapore"	2019	"Female"	1731
"8. Plant and machine operators, and assemblers"	"Singapore"	2019	"Female"	1349
"9. Elementary occupations"	"Singapore"	2019	"Female"	1115
"Total"	"Singapore"	2020	"Total"	3286
"1. Managers"	"Singapore"	2020	"Total"	7248
"2. Professionals"	"Singapore"	2020	"Total"	4971
"3. Technicians and associate professionals"	"Singapore"	2020	"Total"	3008
"4. Clerical support workers"	"Singapore"	2020	"Total"	2053
"5. Service and sales workers"	"Singapore"	2020	"Total"	1700
"7. Craft and related trades workers"	"Singapore"	2020	"Total"	1948
"8. Plant and machine operators, and assemblers"	"Singapore"	2020	"Total"	1450
"9. Elementary occupations"	"Singapore"	2020	"Total"	1113
"Total"	"Singapore"	2020	"Male"	3420
"1. Managers"	"Singapore"	2020	"Male"	7302
"2. Professionals"	"Singapore"	2020	"Male"	5342
"3. Technicians and associate professionals"	"Singapore"	2020	"Male"	3074
"4. Clerical support workers"	"Singapore"	2020	"Male"	1929
"5. Service and sales workers"	"Singapore"	2020	"Male"	1908
"7. Craft and related trades workers"	"Singapore"	2020	"Male"	2004
"8. Plant and machine operators, and assemblers"	"Singapore"	2020	"Male"	1450
"9. Elementary occupations"	"Singapore"	2020	"Male"	1182
"Total"	"Singapore"	2020	"Female"	3170
"1. Managers"	"Singapore"	2020	"Female"	7103
"2. Professionals"	"Singapore"	2020	"Female"	4664
"3. Technicians and associate professionals"	"Singapore"	2020	"Female"	2968
"4. Clerical support workers"	"Singapore"	2020	"Female"	2113
"5. Service and sales workers"	"Singapore"	2020	"Female"	1591
"7. Craft and related trades workers"	"Singapore"	2020	"Female"	1526
"8. Plant and machine operators, and assemblers"	"Singapore"	2020	"Female"	1378
"9. Elementary occupations"	"Singapore"	2020	"Female"	1102
"Total"	"Slovakia"	2010	"Total"	1107
"1. Managers"	"Slovakia"	2010	"Total"	2316
"2. Professionals"	"Slovakia"	2010	"Total"	1424
"3. Technicians and associate professionals"	"Slovakia"	2010	"Total"	1167
"4. Clerical support workers"	"Slovakia"	2010	"Total"	898
"5. Service and sales workers"	"Slovakia"	2010	"Total"	827
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2010	"Total"	708
"7. Craft and related trades workers"	"Slovakia"	2010	"Total"	904
"8. Plant and machine operators, and assemblers"	"Slovakia"	2010	"Total"	876
"9. Elementary occupations"	"Slovakia"	2010	"Total"	622
"0. Armed forces occupations"	"Slovakia"	2010	"Total"	1425
"Total"	"Slovakia"	2010	"Male"	1233
"1. Managers"	"Slovakia"	2010	"Male"	2580
"2. Professionals"	"Slovakia"	2010	"Male"	1670
"3. Technicians and associate professionals"	"Slovakia"	2010	"Male"	1387
"4. Clerical support workers"	"Slovakia"	2010	"Male"	1034
"5. Service and sales workers"	"Slovakia"	2010	"Male"	1059
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2010	"Male"	761
"7. Craft and related trades workers"	"Slovakia"	2010	"Male"	960
"8. Plant and machine operators, and assemblers"	"Slovakia"	2010	"Male"	925
"9. Elementary occupations"	"Slovakia"	2010	"Male"	688
"0. Armed forces occupations"	"Slovakia"	2010	"Male"	1429
"Total"	"Slovakia"	2010	"Female"	958
"1. Managers"	"Slovakia"	2010	"Female"	1831
"2. Professionals"	"Slovakia"	2010	"Female"	1246
"3. Technicians and associate professionals"	"Slovakia"	2010	"Female"	1030
"4. Clerical support workers"	"Slovakia"	2010	"Female"	844
"5. Service and sales workers"	"Slovakia"	2010	"Female"	655
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2010	"Female"	630
"7. Craft and related trades workers"	"Slovakia"	2010	"Female"	664
"8. Plant and machine operators, and assemblers"	"Slovakia"	2010	"Female"	723
"9. Elementary occupations"	"Slovakia"	2010	"Female"	562
"0. Armed forces occupations"	"Slovakia"	2010	"Female"	1369
"Total"	"Slovakia"	2011	"Total"	1190
"1. Managers"	"Slovakia"	2011	"Total"	2554
"2. Professionals"	"Slovakia"	2011	"Total"	1506
"3. Technicians and associate professionals"	"Slovakia"	2011	"Total"	1261
"4. Clerical support workers"	"Slovakia"	2011	"Total"	973
"5. Service and sales workers"	"Slovakia"	2011	"Total"	806
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2011	"Total"	799
"7. Craft and related trades workers"	"Slovakia"	2011	"Total"	1019
"8. Plant and machine operators, and assemblers"	"Slovakia"	2011	"Total"	986
"9. Elementary occupations"	"Slovakia"	2011	"Total"	643
"0. Armed forces occupations"	"Slovakia"	2011	"Total"	1538
"X. Not elsewhere classified"	"Slovakia"	2011	"Total"	0
"Total"	"Slovakia"	2011	"Male"	1345
"1. Managers"	"Slovakia"	2011	"Male"	2891
"2. Professionals"	"Slovakia"	2011	"Male"	1775
"3. Technicians and associate professionals"	"Slovakia"	2011	"Male"	1514
"4. Clerical support workers"	"Slovakia"	2011	"Male"	1144
"5. Service and sales workers"	"Slovakia"	2011	"Male"	1016
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2011	"Male"	855
"7. Craft and related trades workers"	"Slovakia"	2011	"Male"	1083
"8. Plant and machine operators, and assemblers"	"Slovakia"	2011	"Male"	1041
"9. Elementary occupations"	"Slovakia"	2011	"Male"	736
"0. Armed forces occupations"	"Slovakia"	2011	"Male"	1542
"X. Not elsewhere classified"	"Slovakia"	2011	"Male"	0
"Total"	"Slovakia"	2011	"Female"	1019
"1. Managers"	"Slovakia"	2011	"Female"	1972
"2. Professionals"	"Slovakia"	2011	"Female"	1320
"3. Technicians and associate professionals"	"Slovakia"	2011	"Female"	1107
"4. Clerical support workers"	"Slovakia"	2011	"Female"	908
"5. Service and sales workers"	"Slovakia"	2011	"Female"	676
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2011	"Female"	713
"7. Craft and related trades workers"	"Slovakia"	2011	"Female"	742
"8. Plant and machine operators, and assemblers"	"Slovakia"	2011	"Female"	817
"9. Elementary occupations"	"Slovakia"	2011	"Female"	567
"0. Armed forces occupations"	"Slovakia"	2011	"Female"	1494
"X. Not elsewhere classified"	"Slovakia"	2011	"Female"	0
"Total"	"Slovakia"	2012	"Total"	1141
"1. Managers"	"Slovakia"	2012	"Total"	2471
"2. Professionals"	"Slovakia"	2012	"Total"	1393
"3. Technicians and associate professionals"	"Slovakia"	2012	"Total"	1250
"4. Clerical support workers"	"Slovakia"	2012	"Total"	943
"5. Service and sales workers"	"Slovakia"	2012	"Total"	802
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2012	"Total"	759
"7. Craft and related trades workers"	"Slovakia"	2012	"Total"	1003
"8. Plant and machine operators, and assemblers"	"Slovakia"	2012	"Total"	929
"9. Elementary occupations"	"Slovakia"	2012	"Total"	617
"0. Armed forces occupations"	"Slovakia"	2012	"Total"	1399
"X. Not elsewhere classified"	"Slovakia"	2012	"Total"	0
"Total"	"Slovakia"	2012	"Male"	1289
"1. Managers"	"Slovakia"	2012	"Male"	2798
"2. Professionals"	"Slovakia"	2012	"Male"	1713
"3. Technicians and associate professionals"	"Slovakia"	2012	"Male"	1448
"4. Clerical support workers"	"Slovakia"	2012	"Male"	1059
"5. Service and sales workers"	"Slovakia"	2012	"Male"	969
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2012	"Male"	797
"7. Craft and related trades workers"	"Slovakia"	2012	"Male"	1065
"8. Plant and machine operators, and assemblers"	"Slovakia"	2012	"Male"	984
"9. Elementary occupations"	"Slovakia"	2012	"Male"	728
"0. Armed forces occupations"	"Slovakia"	2012	"Male"	1402
"X. Not elsewhere classified"	"Slovakia"	2012	"Male"	0
"Total"	"Slovakia"	2012	"Female"	978
"1. Managers"	"Slovakia"	2012	"Female"	1912
"2. Professionals"	"Slovakia"	2012	"Female"	1208
"3. Technicians and associate professionals"	"Slovakia"	2012	"Female"	1101
"4. Clerical support workers"	"Slovakia"	2012	"Female"	903
"5. Service and sales workers"	"Slovakia"	2012	"Female"	680
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2012	"Female"	703
"7. Craft and related trades workers"	"Slovakia"	2012	"Female"	735
"8. Plant and machine operators, and assemblers"	"Slovakia"	2012	"Female"	775
"9. Elementary occupations"	"Slovakia"	2012	"Female"	540
"0. Armed forces occupations"	"Slovakia"	2012	"Female"	1363
"X. Not elsewhere classified"	"Slovakia"	2012	"Female"	0
"Total"	"Slovakia"	2013	"Total"	1211
"1. Managers"	"Slovakia"	2013	"Total"	2569
"2. Professionals"	"Slovakia"	2013	"Total"	1499
"3. Technicians and associate professionals"	"Slovakia"	2013	"Total"	1324
"4. Clerical support workers"	"Slovakia"	2013	"Total"	981
"5. Service and sales workers"	"Slovakia"	2013	"Total"	837
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2013	"Total"	810
"7. Craft and related trades workers"	"Slovakia"	2013	"Total"	1061
"8. Plant and machine operators, and assemblers"	"Slovakia"	2013	"Total"	1005
"9. Elementary occupations"	"Slovakia"	2013	"Total"	659
"0. Armed forces occupations"	"Slovakia"	2013	"Total"	1476
"X. Not elsewhere classified"	"Slovakia"	2013	"Total"	0
"Total"	"Slovakia"	2013	"Male"	1356
"1. Managers"	"Slovakia"	2013	"Male"	2853
"2. Professionals"	"Slovakia"	2013	"Male"	1821
"3. Technicians and associate professionals"	"Slovakia"	2013	"Male"	1526
"4. Clerical support workers"	"Slovakia"	2013	"Male"	1082
"5. Service and sales workers"	"Slovakia"	2013	"Male"	993
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2013	"Male"	827
"7. Craft and related trades workers"	"Slovakia"	2013	"Male"	1122
"8. Plant and machine operators, and assemblers"	"Slovakia"	2013	"Male"	1064
"9. Elementary occupations"	"Slovakia"	2013	"Male"	762
"0. Armed forces occupations"	"Slovakia"	2013	"Male"	1477
"X. Not elsewhere classified"	"Slovakia"	2013	"Male"	0
"Total"	"Slovakia"	2013	"Female"	1051
"1. Managers"	"Slovakia"	2013	"Female"	2069
"2. Professionals"	"Slovakia"	2013	"Female"	1307
"3. Technicians and associate professionals"	"Slovakia"	2013	"Female"	1170
"4. Clerical support workers"	"Slovakia"	2013	"Female"	943
"5. Service and sales workers"	"Slovakia"	2013	"Female"	724
"6. Skilled agricultural, forestry and fishery workers"	"Slovakia"	2013	"Female"	777
"7. Craft and related trades workers"	"Slovakia"	2013	"Female"	778
"8. Plant and machine operators, and assemblers"	"Slovakia"	2013	"Female"	839
"9. Elementary occupations"	"Slovakia"	2013	"Female"	583
"0. Armed forces occupations"	"Slovakia"	2013	"Female"	1457
"X. Not elsewhere classified"	"Slovakia"	2013	"Female"	0
"Total"	"Slovakia"	2014	"Total"	1281
"1. Managers"	"Slovakia"	2014	"Total"	2789
"2. Professionals"	"Slovakia"	2014	"Total"	1599
"3. Technicians and associate professionals"	"Slovakia"	2014	"Total"	1399
"4. Clerical support workers"	"Slovakia"	2014	"Total"	1039
"5. Service and sales workers"	"Slovakia"	2014	"Total"	899
